Y,X1,X2,X3
9699850,463,838,25
50561000,932,175,310
542545290,810,929,721
51852150,675,413,186
23133440,682,80,424
254652860,595,548,781
3906420,655,213,28
66327632,266,439,568
266477040,590,918,492
57395740,446,170,757
678900,62,50,219
35405060,635,526,106
45204480,545,256,324
520257738,721,841,858
159131280,330,763,632
1464700,151,10,970
176896410,645,482,569
40475538,729,71,782
180570240,552,435,752
70589970,113,631,990
22618016,778,184,158
95215932,404,261,903
1582224,831,2,952
53584802,106,713,709
19825869,371,379,141
79387814,209,514,739
31162680,40,809,963
47216400,219,440,490
9621040,319,80,377
80651295,141,669,855
233179536,996,547,428
44324112,318,152,917
43705802,553,919,86
11341536,496,37,618
18426276,711,341,76
63174905,997,551,115
149682,38,303,13
298029600,781,400,954
4191803,121,49,707
443884546,743,973,614
215862312,937,993,232
177965853,939,239,793
36867182,38,991,979
438102,427,54,19
106313542,526,563,359
64890360,680,207,461
583931040,915,814,784
2779218,963,74,39
491376600,759,780,830
567606,39,383,38
1451808,12,568,213
105216300,586,798,225
111844656,308,786,462
157487400,450,862,406
91458180,267,990,346
20874084,861,418,58
21921228,258,357,238
459386256,798,634,908
243531264,256,958,993
20824200,120,503,345
48182784,988,762,64
362839568,884,428,959
325565560,839,545,712
35525196,411,343,252
3912740,101,52,745
5639200,175,38,848
293850744,449,737,888
598332,838,7,102
582274280,854,730,934
169947778,871,539,362
49008624,933,268,196
269362536,842,636,503
137308560,565,249,976
130698512,184,791,898
59768224,394,304,499
38693120,215,256,703
2583126,249,546,19
258554620,685,479,788
9059908,286,337,94
257018784,748,618,556
149839470,502,335,891
15646717,349,419,107
457624146,483,958,989
127735018,859,499,298
105095760,242,770,564
31972950,75,681,626
459218914,581,971,814
104509440,512,420,486
15822456,166,282,338
154350,21,75,98
9682400,728,50,266
391884237,837,717,653
73115112,556,606,217
15744960,30,568,924
107554808,212,943,538
94710606,461,291,706
23305590,885,42,627
19710492,37,862,618
2202354,77,126,227
328782042,817,849,474
238293384,564,721,586
52513374,493,866,123
57416128,191,976,308
8751765,33,899,295
49103628,763,692,93
246539991,841,703,417
7901064,108,89,822
15829625,125,553,229
155752686,618,369,683
91980,15,438,14
86768535,589,427,345
178343088,661,511,528
2270797,251,83,109
43660900,926,205,230
442592745,931,773,615
706351215,879,865,929
119529852,519,559,412
1108432,2,949,584
87208828,463,961,196
117483060,580,807,251
112056000,322,464,750
181831320,657,296,935
10019800,68,175,842
17959389,309,437,133
94128755,511,277,665
181328020,380,827,577
7202592,144,562,89
7653312,824,387,24
14948404,326,101,454
182021580,871,430,486
4865504,749,232,28
9620856,324,303,98
57724710,311,690,269
329838480,513,720,893
45570600,450,582,174
211524876,428,801,617
40932804,814,174,289
76095936,144,756,699
171011438,494,403,859
307327242,597,874,589
19986408,262,78,978
567120060,927,905,676
106284032,512,766,271
244908846,898,777,351
44835000,427,375,280
55720224,222,747,336
45840576,514,929,96
59687586,279,259,826
188349084,462,639,638
68437467,401,189,903
486386672,821,976,607
13503168,204,168,394
10190700,268,117,325
268864400,733,700,524
205363872,344,644,927
332644725,567,775,757
20776635,823,27,935
311375,53,47,125
243374040,570,714,598
270138375,611,675,655
296631382,541,893,614
62362464,291,724,296
164269460,430,761,502
323297120,776,563,740
153495420,282,689,790
39480420,67,915,644
820689705,885,969,957
148183641,621,361,661
70352460,510,249,554
2258172,116,189,103
32786208,567,278,208
613052780,766,982,815
257583040,676,433,880
16746345,63,297,895
15469116,614,78,323
199141992,888,413,543
2098140,85,484,51
1019200,13,98,800
69640832,928,514,146
4229280,220,72,267
17298036,378,526,87
1969996,931,23,92
12366525,201,575,107
152830240,904,214,790
34684160,196,553,320
8771220,555,878,18
40049360,388,397,260
175683112,359,664,737
22422792,184,829,147
179326080,360,652,764
211375730,895,263,898
6992648,947,568,13
16646918,278,257,233
4185918,486,27,319
10146220,137,644,115
4086675,15,615,443
18140370,30,719,841
94075620,204,619,745
16325712,459,468,76
25623675,255,105,957
559013912,997,872,643
261237938,683,626,611
93565500,469,228,875
35575170,206,397,435
205659594,873,994,237
501874170,931,714,755
12034926,774,73,213
2592100,98,50,529
9129714,374,309,79
373438998,894,573,729
83626344,744,543,207
18881016,357,601,88
49410900,115,620,693
91749112,193,728,653
2490640,326,955,8
382125492,666,798,719
126917856,936,436,311
170706180,493,870,398
91761439,131,827,847
22827600,68,373,900
369350280,790,962,486
18701280,195,162,592
225973800,333,780,870
831141,27,31,993
3329376,24,158,878
99771831,807,723,171
282670245,715,403,981
33530750,979,685,50
1289680,188,196,35
250329328,502,664,751
145715000,604,965,250
234999702,438,609,881
238571928,904,413,639
37977892,718,106,499
23616582,57,814,509
2926462,62,613,77
1760920,662,19,140
435899990,677,961,670
20674365,93,257,865
76573035,231,615,539
220244770,589,613,610
15696170,103,490,311
1863400,308,55,110
565552974,969,658,887
20155660,262,245,314
52361792,224,826,283
16367950,331,215,230
16677640,980,254,67
30702,3,14,731
187350030,595,714,441
1380744,4,453,762
160993701,503,477,671
1942512,283,176,39
48700692,331,402,366
143131170,845,327,518
2044476,532,427,9
42503980,439,235,412
342364176,968,802,441
51121000,436,350,335
5299784,586,17,532
21399804,958,438,51
191757051,587,981,333
36312325,163,475,469
153014229,661,801,289
24899400,87,636,450
50985000,618,125,660
73530,285,86,3
332772384,536,778,798
55857648,714,127,616
4343875,295,775,19
11551810,38,815,373
32375896,478,82,826
200119680,666,313,960
191101590,295,986,657
1937451,43,653,69
75331284,426,743,238
39828360,65,726,844
27895968,288,249,389
5548152,19,552,529
5466432,802,142,48
85866396,292,737,399
23144760,120,717,269
15178752,183,216,384
55824120,792,185,381
9037965,529,85,201
34827782,158,691,319
888192,6,257,576
209506440,520,421,957
247019520,510,512,946
37619400,100,689,546
15673728,784,102,196
111957560,529,572,370
5446080,732,620,12
55858432,854,224,292
141856000,500,704,403
414571725,705,591,995
246039360,665,492,752
316365225,705,451,995
324950000,625,776,670
212191330,515,689,598
28922040,63,998,460
41086122,462,113,787
162161496,434,388,963
55272672,351,304,518
93312990,554,171,985
156778908,633,286,866
205765450,373,935,590
307704210,957,395,814
130889528,319,431,952
69848664,568,687,179
13509099,243,783,71
19381248,701,864,32
72947836,767,403,236
47955,15,23,139
60837846,491,214,579
12795684,649,212,93
77807100,294,790,335
41123924,362,158,719
145503800,293,764,650
164597440,560,788,373
5075640,184,613,45
169888320,742,954,240
84756560,580,476,307
364406875,815,511,875
22263044,283,142,554
1520760,380,87,46
116647640,394,565,524
53273240,998,170,314
11677248,776,33,456
185515264,904,242,848
38835673,223,349,499
157429610,949,626,265
29690496,852,242,144
264458250,525,579,870
60543616,788,98,784
4516204,946,434,11
81561744,341,302,792
10395252,83,426,294
152121480,631,392,615
127719617,617,317,653
323584014,489,806,821
115876376,698,343,484
61788965,113,595,919
64850760,90,894,806
4685040,540,18,482
122717243,257,523,913
281907808,917,739,416
45947608,424,113,959
76014432,948,514,156
176287290,433,615,662
30240960,85,408,872
252990243,801,563,561
11505600,340,48,705
20222860,986,293,70
5180560,319,406,40
100815932,788,373,343
283803520,385,832,886
54172438,499,206,527
92292928,598,728,212
1173276,13,109,828
2140992,59,756,48
208901880,743,990,284
388390190,454,989,865
104961750,698,375,401
92263413,687,421,319
24375195,43,663,855
3345600,544,615,10
8879049,443,51,393
167471424,558,452,664
102228028,862,197,602
138463920,996,420,331
38691281,787,211,233
52612560,584,693,130
6427734,82,87,901
147995736,217,724,942
62317584,879,84,844
8246002,227,886,41
95637504,768,362,344
59731360,169,752,470
169406316,537,414,762
162044442,714,453,501
26102336,137,916,208
95572665,555,183,941
61435920,145,546,776
68583570,814,205,411
155555152,367,944,449
192995460,366,630,837
329532700,590,707,790
526473270,801,981,670
296284416,848,753,464
75451040,736,145,707
105523908,644,283,579
11051040,462,26,920
106075241,943,571,197
50411256,323,168,929
26358332,319,227,364
61756482,249,461,538
92304036,178,582,891
84524944,553,164,932
154463400,546,575,492
22485120,840,56,478
306568750,625,905,542
15729999,823,23,831
11038950,234,185,255
2400384,448,141,38
112647015,241,611,765
3004848,271,528,21
106293120,736,249,580
367180320,815,722,624
577456250,875,985,670
341228160,744,520,882
248606534,367,902,751
14876884,356,131,319
41843448,417,226,444
3081600,300,856,12
408692375,793,589,875
58748355,423,197,705
76367720,286,395,676
71974530,237,318,955
505680000,625,903,896
19888869,777,143,179
30045168,162,194,956
695964360,805,978,884
159222280,692,346,665
21772608,44,676,732
16175970,181,331,270
100095118,146,827,829
26850971,151,191,931
16161708,246,614,107
452520453,869,543,959
66871256,562,197,604
13811308,406,73,466
140600448,432,852,382
307893478,751,718,571
264463760,430,638,964
14033628,977,133,108
72334080,621,455,256
126642600,414,380,805
347476065,489,835,851
79430868,874,198,459
38648844,78,807,614
182631540,996,403,455
546978536,722,857,884
35283842,121,691,422
513710640,834,708,870
353795884,802,722,611
46562880,624,364,205
12489750,65,315,610
40178160,304,165,801
706822740,941,963,780
77549244,179,457,948
235480248,412,678,843
340824432,741,646,712
655628160,839,814,960
47092000,400,122,965
54179306,782,79,877
36596700,777,157,300
86326856,397,353,616
81388078,311,731,358
2845136,7,532,764
5497856,832,472,14
89072775,561,365,435
574324212,942,814,749
47280,394,12,10
8762310,138,415,153
5190108,574,274,33
12108776,67,779,232
6492520,580,386,29
9322443,109,559,153
745220700,828,925,973
53938140,617,310,282
36286272,498,176,414
16987516,226,182,413
288143796,439,996,659
190041344,608,712,439
153591516,276,741,751
312568256,416,902,833
151944282,609,334,747
20443059,981,91,229
13390245,635,781,27
116252064,216,683,788
84355367,383,857,257
10395755,697,157,95
161990444,548,847,349
615727903,757,887,917
201692596,526,854,449
425571875,955,713,625
164723970,857,258,745
90530934,381,962,247
38177568,132,618,468
91588320,185,573,864
4012268,589,131,52
61191228,587,238,438
1130360,44,734,35
82343079,689,271,441
131752656,846,189,824
2512566,306,23,357
12888720,585,204,108
190609200,270,740,954
994050,25,141,282
20318328,222,789,116
279006004,958,446,653
46538982,909,483,106
12983040,882,230,64
130779901,157,889,937
497854000,688,827,875
3611376,809,62,72
44948330,109,430,959
625667350,770,997,815
78306696,156,711,706
84980000,607,625,224
174413750,643,775,350
235785200,749,787,400
56478132,436,389,333
71146152,939,287,264
5724882,141,201,202
150865065,465,531,611
36848000,160,658,350
356400,48,27,275
83461565,319,737,355
93264070,509,502,365
98396172,366,777,346
27742310,215,149,866
138487485,571,437,555
53166240,155,397,864
563784910,589,995,962
34689008,566,652,94
45163560,393,170,676
117831000,362,420,775
2884730,71,85,478
37466496,879,444,96
115708992,343,502,672
154609700,973,908,175
159801920,887,563,320
360841250,506,875,815
22110060,863,140,183
30076860,687,220,199
60721518,299,374,543
177744,322,8,69
4873050,75,637,102
30951456,912,239,142
143344000,680,680,310
210408926,857,494,497
393548400,920,490,873
33077096,871,94,404
8527596,839,12,847
70513030,287,395,622
45294480,180,532,473
47077840,926,82,620
21342314,469,373,122
55714230,333,338,495
91288386,574,369,431
121306815,839,459,315
7021872,22,372,858
233342976,978,512,466
338479680,770,723,608
27055600,572,473,100
579768,238,12,203
286738056,477,828,726
456532645,719,841,755
48573585,355,207,661
550274010,715,817,942
18166113,69,441,597
204612960,740,562,492
60183640,230,313,836
122329095,269,497,915
175251230,670,473,553
46161743,113,607,673
76195350,733,165,630
5227945,565,19,487
32805402,926,241,147
360747640,920,473,829
20253402,326,767,81
27063072,394,324,212
366206,437,419,2
92168820,905,943,108
263073408,624,604,698
84833920,122,820,848
3439800,210,26,630
3777840,60,318,198
2136960,159,640,21
31309980,195,293,548
53687160,570,501,188
17183244,148,169,687
8449560,12,735,958
180325602,963,309,606
111025656,903,218,564
4759898,143,979,34
45926595,61,845,891
828335200,935,904,980
5512500,60,735,125
478304704,982,992,491
129601527,759,817,209
245078496,268,977,936
187293600,725,936,276
448988050,950,749,631
414242305,655,713,887
67022592,91,959,768
152070200,334,580,785
528788630,842,635,989
211670,694,1,305
100314846,678,331,447
271292112,546,927,536
321027320,970,628,527
17351145,63,427,645
532795340,917,695,836
13639644,289,437,108
493488680,878,895,628
163697520,280,834,701
34663125,375,695,133
502073838,789,654,973
1638000,130,504,25
300535414,718,641,653
399072960,858,765,608
230496,686,2,168
1657840,136,106,115
21054348,603,172,203
132832096,764,211,824
20737620,753,918,30
160602816,446,496,726
265469064,654,763,532
417592692,594,782,899
50711274,353,207,694
120276456,841,472,303
84634879,301,317,887
43352374,767,118,479
160519320,824,555,351
38201958,51,953,786
159500,110,145,10
651279247,691,989,953
144088252,308,599,781
50201340,595,356,237
177000304,962,218,844
63120384,288,761,288
303185268,601,972,519
42933456,116,828,447
269299069,733,767,479
21688236,842,54,477
22169496,811,536,51
87418760,682,442,290
170567285,707,305,791
111891780,495,468,483
34362942,773,62,717
411685084,589,788,887
86022720,168,753,680
33806322,81,671,622
28100826,606,533,87
165541632,491,878,384
40318950,175,893,258
23868750,67,950,375
104701860,666,395,398
131011896,244,821,654
27990864,431,82,792
245661640,757,488,665
214779320,371,820,706
8944344,107,172,486
159818400,604,294,900
18122000,170,328,325
127353960,866,190,774
478296336,553,888,974
342668118,754,559,813
9260784,97,612,156
13342112,196,127,536
139189710,330,577,731
492365148,764,649,993
6247296,544,396,29
17886220,55,389,836
303295545,789,523,735
64200240,152,855,494
3501568,32,977,112
238887036,522,857,534
80007168,512,766,204
72420192,377,414,464
298436040,665,542,828
24486770,245,154,649
85530470,149,685,838
24938496,256,396,246
52573950,129,650,627
109576857,741,181,817
21680816,148,691,212
307282888,748,526,781
159528000,600,782,340
316715968,932,634,536
84483120,760,382,291
29578770,81,689,530
177847530,987,974,185
170281848,921,191,968
66745536,102,968,676
342823800,635,660,818
6217517,197,37,853
50233402,233,373,578
185891328,504,408,904
27737080,236,511,230
107341536,219,578,848
27384,163,168,1
58882934,89,986,671
259603650,475,698,783
1150200,6,710,270
77556000,736,843,125
29111130,685,787,54
133256682,438,377,807
90672750,135,950,707
204675620,335,667,916
72033720,328,363,605
102782488,214,668,719
62956980,444,207,685
22769634,491,786,59
1780680,220,38,213
151862445,255,621,959
207393168,976,367,579
41785488,67,732,852
4896836,61,329,244
4558400,44,259,400
611346132,766,878,909
36652800,575,83,768
176774488,613,319,904
366439080,766,510,938
132095808,736,234,767
35175840,551,456,140
453244617,963,497,947
294107024,824,997,358
8836764,29,379,804
14463020,65,286,778
73607688,284,726,357
568408,454,4,313
533856720,948,740,761
38370332,481,259,308
119523840,316,960,394
3738004,94,118,337
35207608,292,334,361
162146765,473,629,545
42294000,912,53,875
73064586,257,294,967
15226288,238,88,727
38996793,957,141,289
146086288,661,304,727
107850240,755,144,992
7698960,255,296,102
33627360,544,65,951
2171070,215,17,594
77702625,195,693,575
10020208,272,197,187
25686017,773,47,707
199247700,388,615,835
27666315,141,381,515
125508864,169,768,967
247821301,827,623,481
66287200,160,445,931
39059244,529,84,879
335163168,886,426,888
60967900,251,347,700
432630528,768,913,617
3357900,533,9,700
4822584,13,492,754
3599750,170,55,385
33609590,226,607,245
394874082,654,657,919
46560,5,24,388
7070492,286,526,47
194561235,685,627,453
217326560,836,670,388
24268818,74,679,483
160337200,365,680,646
68917800,350,366,538
48500200,490,140,707
368175720,804,905,506
435920994,579,906,831
46354888,439,536,197
301705128,573,639,824
6273135,145,759,57
188329050,657,546,525
104236800,800,267,488
2201250,587,30,125
145756585,905,169,953
8130324,766,58,183
39431340,246,411,390
180245520,524,420,819
108413760,357,584,520
1168614,114,603,17
13523840,226,80,748
236904200,338,815,860
1142015,487,7,335
152437000,475,355,904
141584274,207,711,962
238264656,707,816,413
41598144,798,288,181
36349614,161,999,226
88178622,358,951,259
186234048,728,561,456
411764504,857,872,551
20018856,104,307,627
276323040,840,347,948
330310176,516,994,644
54862920,205,531,504
962500,55,700,25
4087284,118,251,138
122909670,570,873,247
3884928,536,16,453
14854905,195,201,379
504886620,906,665,838
6740160,595,708,16
22408400,742,40,755
70652816,986,106,676
218018944,832,554,473
281815725,515,955,573
179103120,570,434,724
1492920,36,58,715
13116597,123,631,169
53345790,757,87,810
146125980,585,811,308
600787200,830,960,754
16967788,772,709,31
9893566,71,386,361
28674800,836,98,350
58391550,333,835,210
70416192,462,866,176
37981125,689,75,735
64184640,390,556,296
9743448,156,374,167
62144,971,4,16
117727936,463,548,464
711232260,829,905,948
5549075,175,857,37
425343600,990,460,934
705445604,911,874,886
230493120,690,352,949
3394560,340,78,128
16614780,179,273,340
488878375,725,785,859
62171648,512,581,209
174777152,818,607,352
330020730,674,585,837
207366450,610,393,865
40555125,295,975,141
127326052,766,383,434
264055680,531,592,840
24150672,873,208,133
3409200,75,48,947
172533760,581,580,512
49888800,169,400,738
635077300,890,715,998
83628230,115,818,889
206115840,512,639,630
33092640,735,134,336
46586400,300,472,329
1248624,48,29,897
461475168,652,766,924
636245784,888,723,991
75117222,919,717,114
153838440,532,459,630
78546540,227,876,395
20017920,802,130,192
40531386,311,214,609
31504365,69,499,915
67883200,266,638,400
6521856,352,193,96
345737216,596,704,824
372352500,950,975,402
9964080,252,60,659
136529250,335,825,494
16747588,874,143,134
340166720,647,620,848
165334626,423,667,586
311625846,413,801,942
3593498,151,326,73
629666,37,134,127
90905430,413,667,330
6548850,990,441,15
116989370,617,566,335
242349484,893,884,307
44346813,607,497,147
183537760,296,721,860
27456,44,6,104
80032953,91,957,919
2475296,32,751,103
66475880,526,355,356
1339470,369,33,110
3158100,58,121,450
2511432,604,77,54
299861946,771,697,558
229920768,528,864,504
166177935,995,231,723
10332756,12,939,917
2725248,47,604,96
185247016,977,548,346
734800000,1000,880,835
33708222,193,558,313
242157832,554,932,469
184240539,511,679,531
165453696,904,656,279
18262692,476,87,441
236524800,776,381,800
22848750,677,45,750
1614764,809,4,499
364105550,475,974,787
40834200,538,759,100
6867252,916,17,441
91601120,752,937,130
240945456,967,696,358
150967446,667,714,317
83071560,517,412,390
153518750,406,605,625
157891680,262,837,720
123128200,520,667,355
196682200,650,529,572
15922720,176,830,109
450332200,776,695,835
287261748,558,718,717
630654080,956,868,760
100609400,850,508,233
51404940,157,340,963
306962810,473,889,730
7597216,113,764,88
152622088,367,458,908
282451266,758,373,999
10386090,135,143,538
473243232,803,877,672
234852540,598,570,689
247141440,460,936,574
45823232,416,562,196
32634,6,37,147
907764,11,299,276
31306795,487,65,989
5998960,374,802,20
151358895,613,279,885
9569952,658,72,202
1872660,230,23,354
57773940,914,245,258
675289440,959,815,864
50258560,110,704,649
4996860,339,670,22
53728704,354,816,186
27502986,213,322,401
24575892,451,478,114
202777200,345,620,948
534917760,960,739,754
415805535,565,873,843
227765528,436,971,538
42745002,107,417,958
57900166,131,446,991
64395060,778,178,465
133136715,839,745,213
75503601,683,173,639
700665072,878,984,811
453945492,693,676,969
163724704,592,286,967
3369960,666,92,55
96903500,725,815,164
38584413,609,431,147
129957696,688,212,891
248856468,421,681,868
83498614,131,757,842
407700480,768,836,635
105443325,975,141,767
215063040,512,615,683
42846854,151,842,337
15731142,573,37,742
910800,115,9,880
294214719,727,487,831
70172344,638,887,124
284846890,835,607,562
113963850,605,234,805
316089900,383,900,917
11037950,235,70,671
224372640,474,970,488
254465836,508,667,751
26103636,884,153,193
81883472,526,638,244
247407900,719,925,372
63587454,301,274,771
63982014,843,277,274
96765360,555,272,641
52154178,202,967,267
4947800,26,275,692
6799680,27,320,787
48054600,297,809,200
6864000,400,88,195
117641160,630,351,532
4206072,442,13,732
25162356,199,771,164
87153408,288,648,467
113606646,761,358,417
98797824,768,411,313
14667400,452,50,649
173455920,905,968,198
31084416,446,704,99
4173008,742,8,703
306240584,391,886,884
1393728,14,976,102
1559376,36,91,476
30272580,761,78,510
108580160,208,860,607
551410020,855,868,743
110794240,904,160,766
7108656,23,376,822
11615265,887,485,27
99119800,569,871,200
344667960,735,501,936
2990960,980,218,14
179875528,314,574,998
38984338,94,641,647
605989120,704,892,965
621839904,904,798,862
170529720,467,408,895
624620412,949,778,846
84183462,957,362,243
12873744,676,414,46
163350615,705,263,881
23975016,676,514,69
77313918,977,242,327
155574000,603,516,500
315620214,897,613,574
380457000,875,732,594
297624720,498,670,892
7126596,906,874,9
80411100,885,110,826
245045472,461,672,791
6281550,15,891,470
238128660,495,498,966
618068670,906,817,835
51877353,341,969,157
430894030,905,958,497
276347592,846,668,489
75695568,534,376,377
118369776,714,424,391
23393517,749,359,87
779497488,924,847,996
18501440,95,358,544
55007568,363,616,246
94631888,316,338,886
37389924,269,572,243
9977184,808,42,294
297348480,858,480,722
56010480,852,380,173
19765010,985,127,158
58479120,840,566,123
79456146,539,933,158
435446250,769,755,750
212341960,905,422,556
96509,1,811,119
104438649,613,399,427
77596255,641,155,781
48739734,633,246,313
115057500,529,300,725
437343666,673,782,831
306338900,743,434,950
84383145,497,315,539
11597825,25,941,493
247103232,582,496,856
256919508,633,447,908
17267992,899,343,56
64122520,763,440,191
122016972,913,903,148
12823125,75,977,175
446794740,980,537,849
111909924,931,159,756
102984926,298,979,353
94897204,191,892,557
244675008,912,849,316
46969650,777,93,650
44998555,133,785,431
4507600,236,100,191
118440,987,2,60
41925312,264,312,509
629710848,949,768,864
21389040,487,732,60
112162050,351,830,385
63250572,381,686,242
7294144,797,352,26
5912439,741,79,101
303990960,868,390,898
26038235,619,235,179
40835316,59,842,822
9320770,310,281,107
646611680,715,958,944
95451642,789,858,141
24370836,294,382,217
35084200,667,263,200
67764627,531,177,721
37310616,362,252,409
15046560,243,688,90
78785656,562,404,347
3265640,436,10,749
1760550,55,110,291
96103125,603,255,625
21288888,647,72,457
1139880,2,805,708
43379886,697,66,943
359283276,486,974,759
226884660,547,930,446
166075000,455,730,500
55997644,794,394,179
61383056,626,103,952
50851482,417,253,482
163534049,707,313,739
7562400,48,685,230
3406208,52,712,92
286027280,787,440,826
20720700,546,138,275
109354070,523,290,721
44568595,647,599,115
27537,137,201,1
